gene_id,gene_type,gene_short_name,merged_logit_coeff
ENSMUSG00000103793.1,protein_coding,Pcdhga6,0.08377943230688951
ENSMUSG00000028414.16,protein_coding,Fktn,0.08377627231060927
ENSMUSG00000036751.7,protein_coding,Cox6b1,0.0837350797885905
ENSMUSG00000020059.9,protein_coding,Sycp3,0.08372046629465824
ENSMUSG00000036966.15,protein_coding,Spryd3,0.08371908965529443
ENSMUSG00000059003.12,protein_coding,Grin2a,0.08371614531212249
ENSMUSG00000048540.8,protein_coding,Nhlh2,0.08368533528198305
ENSMUSG00000027236.8,protein_coding,Eif3j1,0.08367814794836972
ENSMUSG00000050379.15,protein_coding,Sept6,0.08366776863593003
ENSMUSG00000025762.14,protein_coding,Larp1b,0.08365691337418193
ENSMUSG00000028367.5,protein_coding,Txn1,0.0836541088904372
ENSMUSG00000040102.10,protein_coding,Klhl42,0.08364857775368426
ENSMUSG00000061046.9,protein_coding,Haghl,0.08364418391522334
ENSMUSG00000056222.14,protein_coding,Spock1,0.08363359014725284
ENSMUSG00000056724.14,protein_coding,Nbeal2,0.08362839065948391
ENSMUSG00000034563.16,protein_coding,Ccpg1,0.08360688729607132
ENSMUSG00000053835.17,protein_coding,H2-T24,0.08359972700606882
ENSMUSG00000090641.1,protein_coding,Zfp712,0.08357328100407348
ENSMUSG00000041565.16,protein_coding,L3mbtl4,0.08351981380929212
ENSMUSG00000020657.15,protein_coding,Dnajc27,0.0835075520814672
ENSMUSG00000038151.12,protein_coding,Prdm1,0.08350190397723128
ENSMUSG00000040282.13,protein_coding,BC052040,0.08350075997147563
ENSMUSG00000036686.16,protein_coding,Cc2d1a,0.08348788007777867
ENSMUSG00000025736.14,protein_coding,Jmjd8,0.08346321240258806
ENSMUSG00000001034.17,protein_coding,Mapk7,0.08345688657446226
ENSMUSG00000025272.16,protein_coding,Tro,0.08345193683733618
ENSMUSG00000011589.8,protein_coding,Fsd1,0.08344352717994936
ENSMUSG00000026848.14,protein_coding,Tor1b,0.08344241236354927
ENSMUSG00000021661.15,protein_coding,Ankra2,0.08342841303743626
ENSMUSG00000031214.13,protein_coding,Ophn1,0.08342731712826432
ENSMUSG00000035958.2,protein_coding,Tdp2,0.08342661994824616
ENSMUSG00000035595.6,protein_coding,1600002K03Rik,0.0834245509596554
ENSMUSG00000052560.15,protein_coding,Cpne8,0.08339955586872233
ENSMUSG00000041608.8,protein_coding,Entpd3,0.08339887267506613
ENSMUSG00000039043.5,protein_coding,Arpin,0.08337920810998295
ENSMUSG00000050248.11,protein_coding,Evc2,0.08337468492420058
ENSMUSG00000007872.3,protein_coding,Id3,0.08336160570805401
ENSMUSG00000020235.16,protein_coding,Fzr1,0.08335988568637609
ENSMUSG00000027679.13,protein_coding,Dnajc19,0.08335377750194412
ENSMUSG00000033467.12,protein_coding,Crlf2,0.08326345114054651
ENSMUSG00000025047.8,protein_coding,Pdcd11,0.08326066029902406
ENSMUSG00000023883.13,protein_coding,Phf10,0.08325557813267695
ENSMUSG00000063952.15,protein_coding,Brpf3,0.08320614666003656
ENSMUSG00000011382.8,protein_coding,Dhdh,0.0831823520042462
ENSMUSG00000045752.13,protein_coding,Tssc4,0.08317360427416436
ENSMUSG00000018599.5,protein_coding,Mief2,0.08313859469894207
ENSMUSG00000020988.8,protein_coding,L2hgdh,0.08312851717451318
ENSMUSG00000044068.6,protein_coding,Zrsr1,0.08312409088949235
ENSMUSG00000010911.12,protein_coding,Apip,0.08312226557030536
ENSMUSG00000022512.2,protein_coding,Cldn1,0.08308111297951803
ENSMUSG00000036964.14,protein_coding,Trim17,0.0830776318947361
ENSMUSG00000021086.4,protein_coding,Ccdc175,0.08305431329422908
ENSMUSG00000035498.10,protein_coding,Cdcp1,0.08303684983191839
ENSMUSG00000029623.14,protein_coding,Pdap1,0.08302549739149308
ENSMUSG00000029560.12,protein_coding,Snx8,0.08301255826499443
ENSMUSG00000051721.4,protein_coding,BC068281,0.08299571672537026
ENSMUSG00000039354.16,protein_coding,Smarcal1,0.08299456693393359
ENSMUSG00000055612.15,protein_coding,Cdca7,0.08298498248861967
ENSMUSG00000048832.8,protein_coding,Vps37c,0.08291635257341434
ENSMUSG00000057963.9,protein_coding,Itpk1,0.08290915311156509
ENSMUSG00000029408.13,protein_coding,Abcb9,0.08290726951283392
ENSMUSG00000034275.18,protein_coding,Igsf9b,0.08289830175659793
ENSMUSG00000033316.14,protein_coding,Galnt9,0.08288227179312573
ENSMUSG00000026094.14,protein_coding,Stk17b,0.08284785590542211
ENSMUSG00000032578.7,protein_coding,Cish,0.08283558101488213
ENSMUSG00000051768.9,protein_coding,Xrcc1,0.0828303366461471
ENSMUSG00000021711.16,protein_coding,Trappc13,0.08273647412583834
ENSMUSG00000029193.7,protein_coding,Cckar,0.08270813952463116
ENSMUSG00000025354.4,protein_coding,Dnajc14,0.0827070542671466
ENSMUSG00000021951.5,protein_coding,Eef1akmt1,0.08266072740610687
ENSMUSG00000052302.5,protein_coding,Tbc1d30,0.08264196245751783
ENSMUSG00000032114.9,protein_coding,Slc37a4,0.08263439661709421
ENSMUSG00000035150.15,protein_coding,Eif2s3x,0.08260696724457313
ENSMUSG00000005124.9,protein_coding,Wisp1,0.08259667005052224
ENSMUSG00000028882.13,protein_coding,Ppp1r8,0.0825500046945557
ENSMUSG00000032872.16,protein_coding,Cyb5r4,0.08252406601493809
ENSMUSG00000003549.9,protein_coding,Ercc1,0.08245067986581209
ENSMUSG00000061306.15,protein_coding,Slc38a10,0.0824231548067888
ENSMUSG00000039163.10,protein_coding,Cmc1,0.0824210107227155
ENSMUSG00000041890.17,protein_coding,Git2,0.08241159098521109
ENSMUSG00000042286.13,protein_coding,Stab1,0.08236772757481878
ENSMUSG00000044715.6,protein_coding,Gskip,0.08235795142540704
ENSMUSG00000033721.16,protein_coding,Vav3,0.08235092814698916
ENSMUSG00000074802.10,protein_coding,Gas2l3,0.08228142941830965
ENSMUSG00000027531.16,protein_coding,Impa1,0.08225787160143742
ENSMUSG00000004947.15,protein_coding,Dtx2,0.08225140331467379
ENSMUSG00000027803.14,protein_coding,Wwtr1,0.08222690641953997
ENSMUSG00000035621.13,protein_coding,Midn,0.08222209425749978
ENSMUSG00000038555.7,protein_coding,Reep2,0.08216149587908328
ENSMUSG00000037638.5,protein_coding,Zbtb42,0.08213779981618102
ENSMUSG00000071757.10,protein_coding,Zhx2,0.08209459775138372
ENSMUSG00000031562.15,protein_coding,Dctd,0.08203019579825416
ENSMUSG00000046997.5,protein_coding,Spsb4,0.0819764308930075
ENSMUSG00000092035.8,protein_coding,Peg10,0.08196249769090283
ENSMUSG00000047227.4,protein_coding,Gm527,0.08195253081639486
ENSMUSG00000071281.10,protein_coding,Zfp65,0.08190850357658962
ENSMUSG00000051674.14,protein_coding,Dcun1d4,0.08190327409537615
ENSMUSG00000037531.8,protein_coding,Mrpl47,0.08189563034733528
ENSMUSG00000024561.8,protein_coding,Mbd1,0.08188013929875883
ENSMUSG00000028044.6,protein_coding,Cks1b,0.08187751662764617
ENSMUSG00000044452.10,protein_coding,Zfp507,0.08184255400767088
ENSMUSG00000022312.10,protein_coding,Eif3h,0.08182475145361344
ENSMUSG00000022033.9,protein_coding,Pbk,0.08181931476616866
ENSMUSG00000029603.15,protein_coding,Dtx1,0.08177930145080796
ENSMUSG00000020085.15,protein_coding,Aifm2,0.081775281352654
ENSMUSG00000033053.3,protein_coding,1700028P14Rik,0.08177150380350856
ENSMUSG00000049123.10,protein_coding,Catsperg2,0.08176405401536478
ENSMUSG00000040035.14,protein_coding,Disp2,0.08174553467071335
ENSMUSG00000067722.3,protein_coding,BC003965,0.0817406565957736
ENSMUSG00000039361.11,protein_coding,Picalm,0.08170429906095075
ENSMUSG00000005947.11,protein_coding,Itgae,0.08170266785872146
ENSMUSG00000031786.7,protein_coding,Drc7,0.08170188990694593
ENSMUSG00000062006.12,protein_coding,Rpl34,0.08168515346137885
ENSMUSG00000007739.10,protein_coding,Cct4,0.0816561097080466
ENSMUSG00000038210.10,protein_coding,Hoxa11,0.08164913545340882
ENSMUSG00000028673.10,protein_coding,Fuca1,0.08164207969845026
ENSMUSG00000023806.9,protein_coding,Rsph3b,0.08163357017370493
ENSMUSG00000044951.13,protein_coding,Mylk4,0.08163177793236624
ENSMUSG00000025580.15,protein_coding,Eif4a3,0.08162590893255853
ENSMUSG00000022744.12,protein_coding,Cldnd1,0.08161615529110726
ENSMUSG00000049115.14,protein_coding,Agtr1a,0.08161222233259621
ENSMUSG00000043987.18,protein_coding,Cep164,0.08158460370186041
ENSMUSG00000051864.9,protein_coding,Tbc1d22a,0.08155564907499757
ENSMUSG00000031862.10,protein_coding,Atp13a1,0.08155180699535466
ENSMUSG00000022503.10,protein_coding,Nubp1,0.08148551556367607
ENSMUSG00000021339.3,protein_coding,Mrs2,0.08143712677360584
ENSMUSG00000047242.14,protein_coding,Taf9b,0.08140793948727901
ENSMUSG00000031575.18,protein_coding,Ash2l,0.08138677862618188
ENSMUSG00000012405.15,protein_coding,Rpl15,0.08135444897020616
ENSMUSG00000051323.16,protein_coding,Pcdh19,0.08135429199862355
ENSMUSG00000019842.6,protein_coding,Traf3ip2,0.08132089931647093
ENSMUSG00000025204.10,protein_coding,Ndufb8,0.08130265037624694
ENSMUSG00000063646.15,protein_coding,Jakmip1,0.08129242942455485
ENSMUSG00000033751.5,protein_coding,Gadd45gip1,0.08127523249020273
ENSMUSG00000025993.10,protein_coding,Slc40a1,0.08126563721212168
ENSMUSG00000059975.15,protein_coding,Zfp74,0.08125528256086381
ENSMUSG00000026097.9,protein_coding,Ormdl1,0.08124005212835642
ENSMUSG00000021668.14,protein_coding,Polk,0.08123468760748734
ENSMUSG00000007216.6,protein_coding,Zfp775,0.08123420357286132
ENSMUSG00000039096.10,protein_coding,Rsad1,0.08122673101012376
ENSMUSG00000053024.14,protein_coding,Cntn2,0.08120789834911296
ENSMUSG00000031392.18,protein_coding,Irak1,0.0811959259414653
ENSMUSG00000008140.17,protein_coding,Emc10,0.08117204547424639
ENSMUSG00000033610.15,protein_coding,Pank1,0.08116643927987821
ENSMUSG00000072774.10,protein_coding,Zfp951,0.08113457909031521
ENSMUSG00000040010.10,protein_coding,Slc7a5,0.08113261783322236
ENSMUSG00000020460.15,protein_coding,Rps27a,0.08111115307904695
ENSMUSG00000040389.15,protein_coding,Wdr47,0.08110767207493712
ENSMUSG00000041845.10,protein_coding,Rhod,0.08105582798840996
ENSMUSG00000029513.14,protein_coding,Prkab1,0.08103144092117948
ENSMUSG00000033016.15,protein_coding,Nfatc1,0.08098872273711981
ENSMUSG00000004929.12,protein_coding,Thop1,0.08098410263262129
ENSMUSG00000050668.9,protein_coding,Gpatch11,0.08094734120410016
ENSMUSG00000103144.1,protein_coding,Pcdhga1,0.08093287745864769
ENSMUSG00000032120.11,protein_coding,C2cd2l,0.08093088101719807
ENSMUSG00000074622.4,protein_coding,Mafb,0.08088252024440305
ENSMUSG00000059119.9,protein_coding,Nap1l4,0.08087251519949341
ENSMUSG00000051652.4,protein_coding,Lrrc3,0.08086818993713575
ENSMUSG00000039676.3,protein_coding,Capsl,0.08086267860762376
ENSMUSG00000004451.14,protein_coding,Ralb,0.08081892050991156
ENSMUSG00000079043.2,protein_coding,Fastkd5,0.08075074185280491
ENSMUSG00000031585.13,protein_coding,Gtf2e2,0.08074376275039509
ENSMUSG00000068479.5,protein_coding,Mfap1a,0.08072666899394791
ENSMUSG00000052763.7,protein_coding,Zfp212,0.08072175962347383
ENSMUSG00000024997.7,protein_coding,Prdx3,0.08071570938981848
ENSMUSG00000055409.14,protein_coding,Nell1,0.08070100252935604
ENSMUSG00000079388.9,protein_coding,2610042L04Rik,0.08069941250247362
ENSMUSG00000042229.9,protein_coding,Rabif,0.08068839391255822
ENSMUSG00000021993.9,protein_coding,Mipep,0.08059716400024719
ENSMUSG00000027366.12,protein_coding,Sppl2a,0.08057894038056038
ENSMUSG00000027654.2,protein_coding,Fam83d,0.0805524000621741
ENSMUSG00000010936.11,protein_coding,Vac14,0.08053173661571196
ENSMUSG00000010830.7,protein_coding,Kdelr3,0.08052652346617262
ENSMUSG00000029033.16,protein_coding,Acap3,0.08052328264098257
ENSMUSG00000102440.1,protein_coding,Pcdhga9,0.0804998118599161
ENSMUSG00000018347.16,protein_coding,Zkscan6,0.08049354672477298
ENSMUSG00000057506.4,protein_coding,Bloc1s2,0.08048999544754842
ENSMUSG00000049755.14,protein_coding,Zfp672,0.08047327633043166
ENSMUSG00000020781.14,protein_coding,Tsen54,0.08047024933735003
ENSMUSG00000020542.18,protein_coding,Myocd,0.08046345082409698
ENSMUSG00000004568.12,protein_coding,Arhgef18,0.08045262133525248
ENSMUSG00000035842.9,protein_coding,Ddx11,0.08045083880586382
ENSMUSG00000039154.6,protein_coding,Shd,0.08042153835609678
ENSMUSG00000001750.15,protein_coding,Tcirg1,0.08034743307689216
ENSMUSG00000033845.13,protein_coding,Mrpl15,0.0803056577483166
ENSMUSG00000044337.5,protein_coding,Ackr3,0.0803048864541569
ENSMUSG00000072553.10,protein_coding,Gm525,0.08022468835935562
ENSMUSG00000020720.13,protein_coding,Psmd12,0.08021463752054127
ENSMUSG00000030815.11,protein_coding,Phkg2,0.08015533159933302
ENSMUSG00000028182.14,protein_coding,Lrriq3,0.08014021725592482
ENSMUSG00000030157.5,protein_coding,Clec2d,0.08008856209594087
ENSMUSG00000096847.1,protein_coding,Tmem151b,0.0800253725618399
ENSMUSG00000034040.16,protein_coding,Wbscr17,0.0799988768451377
ENSMUSG00000044982.6,protein_coding,Sft2d3,0.07999443877362009
ENSMUSG00000027406.12,protein_coding,Idh3b,0.07993127569004024
ENSMUSG00000014294.4,protein_coding,Ndufa2,0.0799124636829554
ENSMUSG00000079108.5,protein_coding,Srp54b,0.07990421612744011
ENSMUSG00000003070.6,protein_coding,Efna2,0.07988217858234248
ENSMUSG00000025967.16,protein_coding,Eef1b2,0.07986974899681773
ENSMUSG00000026496.11,protein_coding,Parp1,0.07986819655703067
ENSMUSG00000048029.10,protein_coding,Eno4,0.07984669842057762
ENSMUSG00000031216.13,protein_coding,Stard8,0.07984056225755005
ENSMUSG00000041153.9,protein_coding,Osgin2,0.07983464253009823
ENSMUSG00000058248.12,protein_coding,Kcnh1,0.07983193502751762
ENSMUSG00000025917.9,protein_coding,Cops5,0.07979030385290915
ENSMUSG00000039257.11,protein_coding,Vstm2b,0.07978489889922011
ENSMUSG00000028851.6,protein_coding,Nudc,0.07976927137752131
ENSMUSG00000036983.6,protein_coding,Tfb1m,0.07976521707680805
ENSMUSG00000039747.11,protein_coding,Orai2,0.07975450729723267
ENSMUSG00000039830.8,protein_coding,Olig2,0.07975069160062871
ENSMUSG00000033916.5,protein_coding,Chmp2a,0.07971097731471756
ENSMUSG00000020843.15,protein_coding,Timm22,0.07970969571001045
ENSMUSG00000050107.2,protein_coding,Gsg2,0.07966396018269276
ENSMUSG00000055943.5,protein_coding,Emc7,0.07964709780816864
ENSMUSG00000024176.10,protein_coding,Sox8,0.07963169211780526
ENSMUSG00000034189.5,protein_coding,Hsdl1,0.07963032246646252
ENSMUSG00000039579.15,protein_coding,Grin3a,0.07962993871235718
ENSMUSG00000021500.15,protein_coding,Ddx46,0.07962487948847066
ENSMUSG00000095115.2,protein_coding,Itpripl2,0.07958842615382673
ENSMUSG00000003161.15,protein_coding,Sri,0.07950540461594394
ENSMUSG00000016028.9,protein_coding,Celsr1,0.07950436401213104
ENSMUSG00000041828.15,protein_coding,Abca8a,0.0795039912756429
ENSMUSG00000048865.16,protein_coding,Arhgap30,0.07948397452846125
ENSMUSG00000031633.4,protein_coding,Slc25a4,0.0794838641851739
ENSMUSG00000033021.16,protein_coding,Gmppa,0.07944915956006282
ENSMUSG00000028309.14,protein_coding,Rnf20,0.07942290916398541
ENSMUSG00000001493.9,protein_coding,Meox1,0.07941264918999688
ENSMUSG00000075702.9,protein_coding,Selenom,0.07940912526125923
ENSMUSG00000029426.8,protein_coding,Scarb2,0.07937778834707947
ENSMUSG00000022508.5,protein_coding,Bcl6,0.07935794318199879
ENSMUSG00000046500.8,protein_coding,Fam19a4,0.07933578213674389
ENSMUSG00000030008.9,protein_coding,Pradc1,0.07932900441165959
ENSMUSG00000031201.17,protein_coding,Brcc3,0.07929894965117965
ENSMUSG00000045294.11,protein_coding,Insig1,0.07927300159056938
ENSMUSG00000046572.10,protein_coding,Zfp518b,0.07925763087216833
ENSMUSG00000002679.14,protein_coding,Med6,0.07923770771068941
ENSMUSG00000058441.7,protein_coding,Panx2,0.07923434839784019
ENSMUSG00000050930.5,protein_coding,Map10,0.07921826220486401
ENSMUSG00000026082.11,protein_coding,Rev1,0.07921301781801403
ENSMUSG00000022905.12,protein_coding,Kpna1,0.07920528678074192
ENSMUSG00000041598.7,protein_coding,Cdc42ep4,0.07918723717420859
ENSMUSG00000006315.9,protein_coding,Tmem147,0.07917831196399776
ENSMUSG00000039810.11,protein_coding,Zc3h10,0.07915950027942181
ENSMUSG00000026111.15,protein_coding,Unc50,0.07914874226559754
ENSMUSG00000026784.14,protein_coding,Pdss1,0.07911198981255173
ENSMUSG00000038084.16,protein_coding,Opa1,0.07909659319800286
ENSMUSG00000022262.7,protein_coding,Dnah5,0.07907377195780846
ENSMUSG00000024959.13,protein_coding,Bad,0.07906781674657051
ENSMUSG00000050640.16,protein_coding,Tmem150c,0.07903989203648046
ENSMUSG00000023505.13,protein_coding,Cdca3,0.07903191395245245
ENSMUSG00000079323.9,protein_coding,Gm20661,0.07903099211737659
ENSMUSG00000037553.14,protein_coding,Zdhhc18,0.07901414127394896
ENSMUSG00000036306.13,protein_coding,Lzts1,0.07901084864859287
ENSMUSG00000025875.14,protein_coding,Tspan17,0.07898183236350428
ENSMUSG00000024907.6,protein_coding,Gal,0.07897771273762016
ENSMUSG00000043719.14,protein_coding,Col6a6,0.078963517696497
ENSMUSG00000025491.14,protein_coding,Ifitm1,0.07892440999862357
ENSMUSG00000038172.14,protein_coding,Ttc39b,0.07890371142567831
ENSMUSG00000029462.18,protein_coding,Vps29,0.07884141777875078
ENSMUSG00000043372.12,protein_coding,Hexim2,0.07880127778460899
ENSMUSG00000020311.17,protein_coding,Erlec1,0.078797435816401
ENSMUSG00000032611.9,protein_coding,1700102P08Rik,0.07876497543675907
ENSMUSG00000022074.5,protein_coding,Tnfrsf10b,0.07873265970318472
ENSMUSG00000031333.7,protein_coding,Abcb7,0.07872928715726454
ENSMUSG00000028070.7,protein_coding,Apoa1bp,0.07870504865003265
ENSMUSG00000022774.12,protein_coding,Ncbp2,0.07869231038467857
ENSMUSG00000008435.15,protein_coding,Rdh13,0.07868104942799141
ENSMUSG00000028909.17,protein_coding,Ptpru,0.07862926177791679
ENSMUSG00000032680.11,protein_coding,6820408C15Rik,0.07862667859304134
ENSMUSG00000025104.13,protein_coding,Hdgfrp3,0.07862285825872802
ENSMUSG00000021981.9,protein_coding,Cab39l,0.07861660617190326
ENSMUSG00000026021.15,protein_coding,Sumo1,0.07861249603900887
ENSMUSG00000030022.14,protein_coding,Adamts9,0.07855092164936804
ENSMUSG00000003199.16,protein_coding,Mpnd,0.07854106406062439
ENSMUSG00000001131.11,protein_coding,Timp1,0.07846238380247167
ENSMUSG00000038393.14,protein_coding,Txnip,0.07843912521645993
ENSMUSG00000037949.8,protein_coding,Ano10,0.07843205809917633
ENSMUSG00000037846.18,protein_coding,Rtkn2,0.07833724505741216
ENSMUSG00000039372.5,protein_coding,March4,0.07828933105264697
ENSMUSG00000102742.1,protein_coding,Pcdhga11,0.07826969750194637
ENSMUSG00000022404.7,protein_coding,Slc25a17,0.07826923870964123
ENSMUSG00000011884.13,protein_coding,Gltp,0.07826453004613457
ENSMUSG00000034023.16,protein_coding,Fancd2,0.07824660393553554
ENSMUSG00000025153.9,protein_coding,Fasn,0.07824039443252391
ENSMUSG00000056014.15,protein_coding,A430033K04Rik,0.07823729658747919
ENSMUSG00000033961.16,protein_coding,Zfp446,0.07820964249698706
ENSMUSG00000045822.4,protein_coding,Zswim3,0.07816866430318084
ENSMUSG00000022789.14,protein_coding,Dnm1l,0.07815478553369272
ENSMUSG00000015659.12,protein_coding,Serac1,0.07813193996187567
ENSMUSG00000026112.7,protein_coding,Coa5,0.07812953076734054
ENSMUSG00000054717.7,protein_coding,Hmgb2,0.07812890410988421
ENSMUSG00000022025.13,protein_coding,Lect1,0.07812031739398906
ENSMUSG00000079610.9,protein_coding,Ankrd39,0.07811135974832084
ENSMUSG00000063146.11,protein_coding,Clip2,0.07810038662463227
ENSMUSG00000029047.13,protein_coding,Pex10,0.07809228179773064
ENSMUSG00000020841.5,protein_coding,Cpd,0.07808718222918418
ENSMUSG00000037455.16,protein_coding,Slc18b1,0.07808241126322049
ENSMUSG00000022500.14,protein_coding,Litaf,0.0780638335614483
ENSMUSG00000031149.7,protein_coding,Praf2,0.078048751964888
ENSMUSG00000028597.11,protein_coding,Gpx7,0.07803533115629116
ENSMUSG00000034575.11,protein_coding,Papd7,0.07801454905188923
ENSMUSG00000029060.17,protein_coding,Mib2,0.07801140606188822
ENSMUSG00000028062.15,protein_coding,Lamtor2,0.07798706972549588
ENSMUSG00000038323.3,protein_coding,1700066M21Rik,0.07796889679054278
ENSMUSG00000032878.16,protein_coding,Ccdc85a,0.07796109818383863
ENSMUSG00000022860.14,protein_coding,Chodl,0.07795258167607078
ENSMUSG00000040254.11,protein_coding,Sema3d,0.07786590530042717
ENSMUSG00000021759.13,protein_coding,Plpp1,0.07784497860128939
ENSMUSG00000047434.13,protein_coding,Xxylt1,0.07783327349996169
ENSMUSG00000038844.9,protein_coding,Kif16b,0.07775500923163227
ENSMUSG00000029847.13,protein_coding,Slc23a4,0.07772220951662107
ENSMUSG00000025231.16,protein_coding,Sufu,0.07768297837913493
ENSMUSG00000022388.14,protein_coding,Ttll8,0.07766814192592345
ENSMUSG00000047342.17,protein_coding,Zfp286,0.07764097986152735
ENSMUSG00000006219.12,protein_coding,Fblim1,0.07761769075219069
ENSMUSG00000052369.7,protein_coding,Tmem106c,0.0775894939638632
ENSMUSG00000022123.8,protein_coding,Scel,0.07755528628613445
ENSMUSG00000041035.8,protein_coding,Gm17018,0.07755038007079079
ENSMUSG00000030079.15,protein_coding,Ruvbl1,0.07753734559156064
ENSMUSG00000021520.4,protein_coding,Uqcrb,0.07752052501975593
ENSMUSG00000037962.7,protein_coding,Rflna,0.07745161758915423
ENSMUSG00000027827.16,protein_coding,Kcnab1,0.07744864583372828
ENSMUSG00000010721.15,protein_coding,Lmbr1,0.07740377903389782
ENSMUSG00000039771.13,protein_coding,Polr2j,0.07739473415090149
ENSMUSG00000040370.13,protein_coding,Lyrm5,0.0773270402311056
ENSMUSG00000028794.13,protein_coding,A3galt2,0.07731671407985133
ENSMUSG00000025094.7,protein_coding,Slc18a2,0.07729852555941374
ENSMUSG00000030835.6,protein_coding,Nomo1,0.07728298616982819
ENSMUSG00000071646.9,protein_coding,Mta2,0.07728171164871286
ENSMUSG00000022773.16,protein_coding,Ypel1,0.07726716069487224
ENSMUSG00000031812.16,protein_coding,Map1lc3b,0.07725346518325119
ENSMUSG00000090273.3,protein_coding,Prr22,0.07723071138466853
ENSMUSG00000111409.1,protein_coding,Rnf26,0.07722686908014197
ENSMUSG00000001018.15,protein_coding,Snapin,0.07722187020661346
ENSMUSG00000052033.13,protein_coding,Pfdn4,0.07717083726530968
ENSMUSG00000021943.6,protein_coding,Gdf10,0.0771601803299038
ENSMUSG00000015880.13,protein_coding,Ncapg,0.07715935716529025
ENSMUSG00000021431.14,protein_coding,Snrnp48,0.07715233669885599
ENSMUSG00000096351.1,protein_coding,Samd11,0.07714661821103902
ENSMUSG00000020009.12,protein_coding,Ifngr1,0.07713813546702424
ENSMUSG00000025927.13,protein_coding,Tfap2b,0.07711267036582349
ENSMUSG00000038623.9,protein_coding,Tm6sf1,0.07710624800718642
ENSMUSG00000071477.10,protein_coding,Zfp777,0.07708312141035824
ENSMUSG00000026584.14,protein_coding,Scyl3,0.07707591097823266
ENSMUSG00000037752.4,protein_coding,Xkr8,0.07706392447869924
ENSMUSG00000022548.14,protein_coding,Apod,0.07704267892954221
ENSMUSG00000027961.7,protein_coding,Lrrc39,0.07704211935088856
ENSMUSG00000079262.3,protein_coding,Slco1a6,0.0770412625066528
ENSMUSG00000029608.10,protein_coding,Rph3a,0.07702361278718624
ENSMUSG00000068184.6,protein_coding,Ndufaf2,0.07702349905174108
ENSMUSG00000035735.10,protein_coding,Dagla,0.07700875133101934
ENSMUSG00000073077.6,protein_coding,Gm7173,0.07696861246133516
ENSMUSG00000036534.6,protein_coding,Slc38a7,0.07694707241748516
ENSMUSG00000093485.1,protein_coding,Gm20708,0.07691850242873442
ENSMUSG00000020265.15,protein_coding,Sumo3,0.07691263207411153
ENSMUSG00000004952.13,protein_coding,Rasa4,0.0768964100106744
ENSMUSG00000006301.17,protein_coding,Tmbim1,0.07685973007171487
ENSMUSG00000005779.12,protein_coding,Psmb4,0.07682713522634682
ENSMUSG00000028953.10,protein_coding,Abcf2,0.07676815078930922
ENSMUSG00000016503.16,protein_coding,Gtf3a,0.07674050496194157
ENSMUSG00000048939.13,protein_coding,Atp13a5,0.07673188465054254
ENSMUSG00000026192.13,protein_coding,Atic,0.07673163370718152
ENSMUSG00000007908.14,protein_coding,Hmgcll1,0.07667684290121143
ENSMUSG00000051285.17,protein_coding,Pcmtd1,0.07664772608062587
ENSMUSG00000040124.5,protein_coding,Gorab,0.07663899318635488
ENSMUSG00000048416.15,protein_coding,Mlf1,0.07660840612661138
ENSMUSG00000030811.14,protein_coding,Fbxl19,0.07660471296595917
ENSMUSG00000047714.14,protein_coding,Ppp1r2,0.07656658645416677
ENSMUSG00000028982.9,protein_coding,Slc25a33,0.07656558232390928
ENSMUSG00000015971.4,protein_coding,Actr8,0.07655192779080221
ENSMUSG00000057219.11,protein_coding,Armc7,0.07653691350979452
ENSMUSG00000073002.9,protein_coding,Vamp5,0.07652318868249605
ENSMUSG00000027808.8,protein_coding,Serp1,0.07651983665509128
ENSMUSG00000048234.13,protein_coding,Rnf149,0.07650997130939088
ENSMUSG00000038695.13,protein_coding,Josd2,0.07649983690921
ENSMUSG00000044566.15,protein_coding,Cage1,0.0764854081892313
ENSMUSG00000037001.10,protein_coding,Zfp39,0.07648193010217211
ENSMUSG00000039456.9,protein_coding,Morc3,0.0764797998462026
ENSMUSG00000037375.16,protein_coding,Hhat,0.07644959313961089
ENSMUSG00000030802.14,protein_coding,Bckdk,0.07642381646529722
ENSMUSG00000024772.9,protein_coding,Ehd1,0.07642325631339189
ENSMUSG00000022679.13,protein_coding,Mpv17l,0.07638442674318827
ENSMUSG00000019146.2,protein_coding,Cacng2,0.07638184199174161
ENSMUSG00000021791.6,protein_coding,Dydc2,0.0763808187910815
ENSMUSG00000071658.4,protein_coding,Gng3,0.07634475310252031
ENSMUSG00000036913.15,protein_coding,Trim67,0.07633728388599875
ENSMUSG00000031349.4,protein_coding,Nsdhl,0.07632204231125922
ENSMUSG00000060402.7,protein_coding,Chst8,0.07628208963738159
ENSMUSG00000102018.7,protein_coding,K230010J24Rik,0.07626802950107178
ENSMUSG00000050394.14,protein_coding,Armcx6,0.07623173221553048
ENSMUSG00000024325.8,protein_coding,Ring1,0.07620096777767418
ENSMUSG00000042396.10,protein_coding,Rbm7,0.07619571580212008
ENSMUSG00000031723.8,protein_coding,Txnl4b,0.07613336008648232
ENSMUSG00000022354.3,protein_coding,Ndufb9,0.07611240093843143
ENSMUSG00000024387.13,protein_coding,Csnk2b,0.07608504735904525
ENSMUSG00000035572.16,protein_coding,Dcaf10,0.07608303753956012
ENSMUSG00000032194.9,protein_coding,Kank2,0.07605421434766543
